metric,harmonic_cell_n,cells,ss_architecture,ss_capability,ss_interaction,ss_within,pct_architecture,pct_capability,pct_interaction,pct_within,df_interaction,df_within,F,p
correctness,8.468,32,0.04919724442198854,0.00033745805825955105,0.009039802017680112,1.0532067634950528,4.4250830481071874,0.030352918148076006,0.8130917724490014,94.73147226129574,1,255,2.1886960798265482,0.14026125990990557
selection_f1,8.845,32,0.13041923251696194,1.2938712452404453,0.368429480248829,5.787138573948098,1.7206024620005094,17.069860074378504,4.860637948526936,76.34889951509406,1,262,16.679836259621407,5.8836816466012465e-05
